Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Fraud
134697,-1.182744538,0.971957791,2.122527812,-0.246160377,0.119806692,-0.075391952,0.730583242,0.126765031,-0.279572235,-0.61277715,0.607250322,0.38629615,-0.74231831,0.114393493,-0.804479136,0.688319607,-1.062807704,0.385581482,-0.69569224,-0.268391597,-0.145938913,-0.586755013,-0.251919588,-0.01705266,0.405540763,-0.989463808,-0.195425989,0.060599562,33.4,0
71867,-0.93654585,1.277307821,1.980599619,0.78580173,-0.584786058,-0.31088268,0.092301155,0.579342413,-1.004560276,-0.46586521,1.228513342,0.492174265,-0.547355341,0.806540244,0.702099822,0.276380265,-0.220757926,0.602767542,0.735624295,-0.080038797,-0.03147553,-0.325442347,-0.088062143,0.47588522,0.073854851,-0.515508578,-0.038401089,0.018618454,10,0
138997,-0.032855684,0.957609623,0.249767479,-0.245664294,0.373697618,-0.2490837,0.287964326,0.026820639,0.621362769,-0.772065572,-1.144375806,-0.210298574,0.386332209,-1.442665215,1.0106273,0.274495526,0.495732353,0.683326029,0.988889235,0.155475548,-0.180591452,-0.251090747,0.100711007,-0.889750596,-1.318075674,-0.216309716,0.406976006,0.342818695,0.77,0
137541,-0.109500926,0.754480377,-1.259570763,-1.400253802,3.685384369,3.301652875,1.073799022,0.315386893,-0.359397387,-0.531683685,0.363995262,-0.552818499,-0.519371898,-1.183313211,0.426639785,-0.330102309,0.578172531,-0.207657595,0.232389841,0.146079754,-0.228202015,-0.367437091,-0.172060279,0.621686855,-0.376407673,0.342771692,-0.334554129,-0.275781757,12.32,0
133538,2.106921042,0.001933639,-2.51075019,0.370489077,0.679304199,-1.382347068,0.775925287,-0.386778449,-0.036917099,0.509769758,0.213003925,-0.552811832,-2.613224189,1.497505972,-0.687163011,-0.408335858,-0.333537437,0.202200932,0.424866081,-0.375803316,0.274724305,0.826071084,-0.211760776,-0.297617569,0.612339219,0.730447509,-0.144686477,-0.110252104,10,0
140067,-0.780623494,1.155770591,-1.185190557,-1.220921019,1.334850001,-1.190870072,2.131291052,-0.949140566,0.622328679,1.109358329,-0.562440876,-0.048951228,0.297749034,-0.194818808,0.095532251,-0.779989198,-0.742705695,-0.535732055,-0.15229487,0.345399907,-0.064855033,0.644646043,-0.118888647,0.712054227,0.477068772,0.094365215,-0.105476738,-0.051725747,48.01,0
14518,-0.255941979,0.504351055,1.580064455,0.04441534,0.069675769,0.303792061,-0.102020884,0.14001201,1.272274391,-0.700609313,-0.199752327,-3.595750444,0.659553404,1.687437185,1.334017845,0.005861039,0.708671522,0.441016385,0.687810736,0.038072937,0.01318725,0.274751106,-0.134577366,-0.777925578,-0.604546367,1.189178381,0.060636509,0.118657757,15.95,0
28781,1.482101322,-0.207349365,-0.37590702,-0.783940683,-0.27771125,-1.090870587,0.054004487,-0.455278687,-1.318529828,0.647889768,-0.448672686,-0.077743142,1.527440187,-0.177523967,0.313884847,0.809766783,0.151509381,-1.601032157,0.813531394,0.168139882,0.173663395,0.500748928,-0.243198175,-0.035770133,0.903519176,-0.058424425,-0.021074367,-8.54E-05,15,0
66103,1.196142287,0.240169745,0.630514967,0.64361039,-0.419281346,-0.701367349,0.014858433,-0.108585993,-0.036625146,-0.120687914,0.360231176,0.757755847,0.605515969,0.213869979,1.219441829,-0.102286453,-0.046921351,-1.143125895,-0.602604363,-0.113892259,-0.204659957,-0.539283775,0.202755988,0.404986069,0.113806183,0.102905777,-0.009571593,0.019552489,0.89,0
155326,-0.542527199,0.230118223,-0.325370495,-2.740151892,-0.338627539,-1.49956166,0.733194803,-0.009547247,-1.046355913,-0.81046324,-1.154787312,-0.125081824,-0.020792653,0.677916861,0.133669047,-2.234593683,0.295716858,1.021421993,-0.299775189,-0.518496528,-0.120936655,-0.002886867,-0.081501058,0.00655071,0.000477355,0.327246748,-0.041994593,0.06706572,60.78,0
41413,-15.14044962,7.378042412,-16.35636736,9.194934914,-13.46616329,-2.958430501,-16.16553862,10.07525395,-7.901821126,-13.00940281,4.828235332,-11.05840142,1.998125576,-8.592047402,0.540385309,-10.6157453,-21.01789834,-8.397393052,3.18355895,-1.691481988,3.147428105,0.341677595,-1.150162471,0.795189735,-0.194542181,0.145963569,-2.458680348,-1.189887881,106.55,1
138937,2.040089673,-0.052836314,-1.435740573,0.14728952,0.267512464,-0.644014944,0.099811084,-0.16689933,0.318258989,0.176219555,1.021552137,0.969546201,0.021166372,0.66632989,0.079005176,-0.004049592,-0.766844064,0.452050002,0.056641286,-0.204726516,0.293183019,0.940119189,0.027827768,0.800870758,0.25339085,-0.164494709,-0.028072338,-0.061463225,1,0
27914,-5.044498131,-5.918914032,2.988632488,-0.349795393,4.131837914,-3.620082206,-4.260274137,0.141951391,-0.140653584,1.086341729,1.266706067,-0.065052396,0.08560258,-0.687931477,0.506654346,2.079705813,-0.585658721,-0.16313713,0.189180158,-0.685572783,0.201397129,1.083743042,-1.177960646,0.529970686,0.118993103,-0.12140876,0.613018852,-0.460729451,91.77,0
113653,-0.527445579,0.083850335,-0.556630878,-3.632186536,0.009543471,-0.520977349,0.064559687,0.39652461,-0.325392522,-0.7682277,-0.159852503,0.595528408,0.078479857,0.493119328,-0.64708766,-1.897644519,-0.334548402,2.232669556,0.001157029,-0.466368703,0.067201304,0.781000266,-0.29348054,0.235311437,0.046641221,-0.040772415,0.298388961,0.154434897,15.13,0
169325,-0.168517193,1.278538611,-0.755439514,-0.526058447,0.681113571,-0.854342851,0.771695455,0.107733949,-0.293739914,-0.532848076,-1.571999445,0.43016256,1.25802563,0.483032145,0.354070864,-0.153583984,-0.638844681,0.311284014,0.310077402,-0.045807016,0.372914695,1.280391777,-0.189660162,-0.647087634,-0.630837529,-0.17657752,0.391803337,0.254747694,1,0
163215,-0.46641186,1.350504668,-0.985876529,-0.72618668,0.718825319,-0.429320228,0.49009276,0.50183177,-0.227024045,-0.574970188,0.589390925,0.517179141,-0.210900597,-0.542219515,-0.912958865,0.72690695,0.185851101,0.423405986,0.133842916,0.037631752,-0.301231788,-0.83071248,0.104289647,0.237653298,-0.349304242,0.120074568,0.207924645,0.055375949,9.72,0
120640,0.160361049,0.815505299,-0.101996369,0.404838413,1.012743516,-0.912796524,1.775791259,-0.531213321,-0.276846969,-0.229774406,-1.252395398,-0.445137605,-0.949143266,0.320477332,-0.863745919,-0.744182914,-0.341932787,-0.442561143,-0.394957878,-0.141778677,0.085446987,0.48533979,-0.21092649,-0.104522181,0.185426745,-0.587491011,-0.121791576,-0.189413659,47.28,0
83945,0.970291857,-0.448044478,0.997431505,0.45669725,-0.076465654,2.246498522,-1.078541651,0.849741958,0.700223261,-0.258623456,1.598779452,1.308243173,-0.216104477,-0.077622382,0.631142789,-0.801604528,0.666657989,-1.555545217,-1.175773609,-0.220318903,0.057311956,0.462103252,0.10507559,-1.30589953,-0.052156175,0.448492349,0.082517399,-0.000878879,11.5,0
68116,-0.233281435,-3.254748189,-1.208460502,-0.069221032,-1.278151654,0.063239875,0.786666595,-0.310354116,-1.085274357,0.396896555,0.181038147,0.352660843,0.273998251,0.378027272,-0.56198549,-1.230816128,-0.220344575,1.560237274,-0.12067778,1.279233427,0.064036578,-1.194200231,-0.878919421,-0.434245901,0.200953853,1.036594613,-0.236454429,0.128236877,864.55,0
27728,0.965958913,-1.158117274,0.291887731,-0.428157877,-1.173907614,-0.208287274,-0.422022462,0.053378777,-0.85717314,0.65563827,1.289441021,0.527786187,-0.546385457,0.313440467,-0.263228535,-1.693892277,0.380998521,0.661755657,-0.654168104,-0.227359583,-0.404911571,-0.997387323,0.035953948,0.230268963,-0.028732163,0.887890258,-0.075628834,0.022896668,171.3,0
137534,-0.226091832,0.958002658,0.089492517,-1.000589449,1.18994551,-0.605593278,1.089152026,-0.058308758,-0.671613218,-1.168931891,1.217392098,1.069819735,0.762399708,-0.985123572,-1.339717689,0.642913523,-0.064370853,0.080461946,-0.457108953,-0.060671145,-0.23324353,-0.712245018,-0.028378622,0.685301216,-0.130340099,0.033887368,-0.036564598,0.037410318,8.99,0
111274,2.077640529,-0.6847314,-0.561644688,-0.295554061,-0.664216092,-0.352580296,-0.700836381,-0.152319209,0.787085709,0.568340385,1.429326727,-1.500040836,2.332375464,1.445103442,-1.545993762,-1.14669538,0.295656391,1.209661817,-0.312996334,-0.569550769,-0.970538994,-2.034569378,0.548893112,-0.465622334,-0.781149438,0.013035103,-0.062214634,-0.058895001,27.23,0
127119,1.910152552,0.043771941,-2.018455851,1.110334976,0.68730152,-0.884549476,0.745083738,-0.320430812,-0.288105286,0.525939973,0.554363984,0.378098695,-0.849945053,1.150865282,-0.359539312,-0.129918424,-0.718020206,0.200498812,-0.050371561,-0.17628569,0.189108118,0.44368781,-0.115097649,-0.437018356,0.426061526,-0.48171973,-0.050827663,-0.067235001,73.47,0
115172,-0.626257833,0.816922754,-0.574398614,1.102953742,0.001099285,-0.617637597,1.050411483,-0.279904561,-0.146283391,0.435128699,-0.931495551,-0.305233789,-0.174788024,0.418355973,0.90784586,-0.339126043,-0.28783389,0.181000583,0.236594384,-0.528812352,0.253639321,1.062205457,-0.016873374,-0.065451637,0.013515542,-0.370335761,-0.645099104,-0.368457773,107.19,0
40662,-4.446846548,-0.014793158,-5.126306996,6.945129976,5.269255348,-4.297177163,-2.591241685,0.342670615,-3.880663045,-3.976525139,5.730084356,-5.031868148,-1.135439109,-10.78705057,0.265456231,-1.104217463,0.636412737,0.994101369,-0.688720555,-0.108006423,0.247912823,-0.049586179,-0.226016962,-0.401235601,0.856123603,0.661272427,0.492559739,0.97183435,1,1
134098,-6.958541925,-7.490672571,-1.167614193,-1.268183904,-1.176551526,1.890184668,0.846008645,0.497992763,3.635814287,-2.51468968,0.058160271,1.875796559,0.218761833,-1.011832696,-0.614992969,-0.705295965,0.240196543,-0.185661288,0.429317573,-2.445240714,-0.481952621,1.857522963,1.421298819,-1.370651098,-0.341973821,-0.72842831,1.436622124,-2.915725312,368.49,0
30887,-0.528488335,0.831272323,1.303582059,0.846685816,0.080956418,-0.683032172,0.602565703,0.071359768,-0.66895111,0.170558585,1.209553633,0.154019252,-1.011980781,0.712338415,0.412079724,-0.154019401,-0.312611676,0.658023408,0.614051004,0.175534143,0.191255851,0.55225073,-0.051843617,0.521496975,-0.265912133,-0.345092604,0.393839678,0.220761159,28.87,0
43028,-1.109645525,0.8110693,-1.138135327,0.93526467,-2.330247878,-0.116106055,-1.621986235,0.4580279,-0.912189159,-2.961995702,2.778967896,-2.379599611,0.918962784,-4.01578678,-0.530009791,-2.815887768,-6.649357788,-1.746113284,1.083406764,0.168890573,0.641593528,0.841754905,0.176727751,0.081004118,-0.258898743,0.707654245,0.418648659,0.080755754,204.27,1
6624,-0.898013195,-0.835683381,2.67291368,-1.87235478,-1.09302763,-0.039616412,-0.36202796,-0.187411811,-0.469869511,0.517489087,1.603987908,-2.599920269,1.808358808,0.187066766,-3.28262073,-0.9766747,1.382027272,0.436474924,-0.109877885,-0.326817158,-0.373043629,-0.065012577,-0.125069102,0.483203726,0.476123704,-0.265693595,-0.212893503,-0.17409111,62.87,0
56243,-1.283239758,0.652944308,1.537235402,-1.342151544,-0.016257533,-0.149053877,0.161102877,0.62878315,0.176686286,-1.761180636,0.967976653,1.691785135,0.243152674,0.196280047,-1.076541729,-0.802155806,0.147074997,-0.186668047,0.090508457,-0.182363216,0.142701652,0.469612143,-0.413711254,0.06384899,0.768870751,-0.526163716,-0.03323092,-0.04502813,3.67,0
127110,1.948391709,-0.734085494,-1.629077765,-0.880047078,0.510209731,0.82067108,-0.343532671,0.229182135,1.46916631,-0.565305649,-0.740327531,0.434603398,-0.508718446,0.156428718,0.599318799,-1.436556051,0.769400339,-1.70634915,-0.308343106,-0.241437242,0.116901382,0.669359969,0.116971593,-0.472137749,-0.095008868,0.882964367,-0.035219774,-0.076903494,29,0
62341,-5.267759743,2.506718959,-5.290924818,4.886134198,-3.343188411,-1.100085485,-5.810509186,1.726343355,-0.74927716,-4.834827995,3.54601225,-7.751285478,-1.195693945,-10.01850245,0.296396122,-7.477161727,-9.785800262,-4.243977148,2.681126782,-0.28604327,0.764265625,0.473261684,0.548481723,-0.156850052,-0.710186945,-0.366422677,-1.48676592,0.677664105,1.1,1
160895,-0.848290217,2.719882116,-6.199070197,3.044437186,-3.301909553,-1.992116836,-3.734901766,1.520078973,-2.548788173,-4.533515403,2.288021747,-5.26720467,0.39479995,-4.287995777,1.315279467,-6.469186891,-8.713920051,-3.705069743,3.531002898,0.319576271,1.125229259,0.805257865,0.199119186,0.035206201,0.012158763,0.601657823,0.137467682,-0.171396981,127.14,1
130702,2.106711618,-0.824725862,-2.613593816,-1.405806456,1.045727699,0.732342264,-0.134787477,0.100443751,-1.105251554,0.969890379,0.990252019,-0.358124098,-0.661689232,0.746417212,0.165538979,0.019723291,0.700003212,-2.206121148,0.142377569,-0.073465609,0.438263075,1.214989963,-0.063043199,-0.898897278,0.281103227,0.160492572,-0.0489628,-0.098294594,42,0
165632,-0.527185764,0.754552236,1.745963165,-0.728266775,0.473745966,0.530901624,0.476902685,0.109767488,0.28633146,-0.37720376,-0.078447149,-0.189702259,-0.685935949,0.070058751,0.810217429,0.296100355,-1.035243645,1.18331896,1.414037188,0.220919417,-0.241863311,-0.417785407,-0.45986126,-1.1654833,0.435417848,-0.621305731,0.18238084,-0.101826309,1,0
8408,-1.813280485,4.917850711,-5.926129694,5.701500431,1.204392572,-3.035137548,-1.713402063,0.561257391,-3.796354252,-7.454840651,7.388055123,-10.47522865,-0.379314527,-11.73672912,-2.086988952,-2.442353983,-3.535523512,0.130360307,-2.071450488,0.576656033,0.615641835,-0.406427275,-0.737018076,-0.279641772,1.106766374,0.323885478,0.894766672,0.5695186,1,1
59436,-1.722825814,-1.073174945,0.731519613,0.14177338,-1.121350401,1.303470163,3.127960673,-0.120262407,-0.989242426,-0.829125632,1.495228846,-0.469053338,-1.770815192,0.767118255,0.712135807,-0.39789059,0.031573619,-0.271168517,-0.440346076,1.350167113,0.423044942,0.144537551,1.218187507,-0.377657233,0.488869462,0.398333886,-0.38777597,-0.140916726,660.4,0
134678,1.638197463,-2.056026795,0.064801696,-0.592271108,-1.744064012,0.826169132,-1.481715109,0.322485861,0.715473152,0.527752927,0.236493954,1.372470709,0.807833422,-0.980420832,-1.731122245,-1.358483844,0.064527129,1.264402139,-0.19500509,-0.106697327,-0.296381735,-0.459663659,0.240603118,0.775522144,-0.805633154,1.086786672,-0.048271611,-0.011708262,209.9,0
126240,0.021601208,0.822226203,0.290410865,-0.585288943,0.443952176,-1.062891797,0.962804183,-0.167198884,-0.011252231,-0.409827044,-0.912746124,0.046504642,-0.206138628,0.161205727,-0.331804689,-0.142691484,-0.339509064,-0.811150817,-0.153837705,-0.055702381,-0.256043971,-0.56644601,0.080085516,-0.02587778,-0.511095421,0.144180789,0.2486208,0.096755966,1.78,0
51022,-3.967251356,-3.563262839,-0.706999861,2.165087031,-5.288342789,2.27527452,5.566694776,0.18953908,-1.320426925,-2.575471398,1.425644592,-0.780765814,-1.225561041,-0.510897493,1.293790695,1.359527029,0.755498715,2.464929007,-0.117562973,3.727488476,1.125327684,-0.096985236,3.829249471,0.145443782,0.776653479,-0.384935078,-0.597382324,0.137727237,1719.71,0
76630,-1.659305232,1.994458216,0.665041263,0.392005104,0.108795042,-0.07048978,0.58643448,0.168377375,0.210160433,1.754782183,1.541339393,0.735685038,-0.008604776,0.129005047,0.648783166,-0.545602882,-0.22140797,0.049170419,0.187383946,0.708035011,0.043528201,0.614980593,-0.08010515,0.015386569,-0.044204157,-0.293920187,0.823380547,0.538534629,9.36,0
159844,-0.408110817,3.132944498,-3.098029764,5.803892615,0.890608919,-0.501474323,-0.440054283,0.591828269,-3.267693259,-2.223070328,0.757063214,-3.501803779,0.246742224,-6.06562188,0.339583134,-1.005723154,0.334315624,0.421261362,1.247142631,0.499567913,0.098482322,-0.538374705,-0.217988987,-1.042656617,0.314388821,0.543243576,0.233851015,0.119603461,45.51,1
118485,2.19176834,-1.03782345,-0.928973388,-1.032532198,-0.622504315,-0.012753003,-1.022391664,-0.028311001,0.156888096,0.72466361,-1.494607266,-0.710427748,0.475627726,-0.563012545,0.259971807,1.390934553,-0.165097283,-0.882552618,0.730843803,0.064404896,0.279730747,0.828976324,0.062289368,0.072583193,-0.034386463,-0.079835574,0.00198102,-0.045076393,29.95,0
28411,1.566234706,-1.316767918,-0.767049803,-2.499779602,0.695935089,3.453596226,-1.838141834,0.856761138,-1.736318219,1.488627383,-0.278283275,-1.04861143,0.60090236,-0.370602689,1.020329757,0.17295647,-0.129910208,0.743244949,-0.067603232,-0.204238409,-0.116924058,-0.055788549,-0.031232534,0.996913841,0.504342982,-0.08760867,0.055823125,0.019554321,6,0
75619,-2.067647446,-1.74966178,1.672464174,-1.638130737,-1.512478037,0.000609927,-0.437793599,0.807174712,-0.942445091,-0.578645201,0.730311807,0.095757039,-0.896868583,0.205570253,-0.414219437,-0.882601163,0.104378144,1.53746698,-1.5396468,0.164802836,0.138048983,-0.058047745,0.56544839,0.221770584,-0.299971918,1.239728578,-0.172653799,-0.11540054,272.5,0
30528,-1.072048824,-0.468985765,1.681168372,-0.99853541,-0.901297405,0.760294562,1.081363407,0.166197977,0.397903647,-1.420944959,-1.093436931,0.287984952,0.583782706,-0.672035625,-0.200634558,0.264541683,-0.352891659,-0.529030893,-0.679976183,0.559860006,0.15452584,0.096988198,0.552195695,-0.410695892,-0.269407716,0.838751747,-0.033022303,0.133455031,300,0
64577,1.218908017,-0.133955424,0.859963568,1.127982669,-0.607732538,0.321994033,-0.649762013,0.210537168,1.116186982,-0.16985324,-1.833987243,-0.391828175,-0.841109837,-0.209602755,0.36296392,0.408921186,-0.54002781,0.380978514,0.160235444,-0.168800804,-0.137615134,-0.236470099,-0.112614502,-0.616754195,0.508339739,-0.345112709,0.064353782,0.026253032,9.99,0
775,-3.900810299,-3.098370204,-0.213428364,-2.678433899,-2.927576066,0.735687828,1.591470666,-3.465432555,1.812757311,-3.563577697,-0.962380708,0.754311217,-0.229208495,0.148039551,0.867566155,0.534617144,-0.705232302,0.37238593,-0.619202081,0.314260556,-1.357869929,-0.097578076,-4.020300069,0.191246492,-0.204492452,-1.076720703,1.072960816,-0.188496664,1528.9,0
154309,-0.082983465,-3.935918924,-2.616708986,0.163310075,-1.400951828,-0.809419405,1.50157984,-0.470999587,1.519743199,-1.134453811,0.713877646,0.979674835,-1.339031266,0.984993219,-0.382470968,-0.934615796,-0.052419435,0.511161784,0.731998749,1.878611603,0.70267204,-0.182304776,-0.921016986,0.111635488,-0.071622212,-1.125881096,-0.170947427,0.126221383,1096.99,1
46685,-0.894549989,0.495126277,1.028823286,-0.162420786,1.534918014,-0.405671791,1.282016681,-0.437875808,-0.41542811,0.245462706,1.039975977,-0.054770459,-1.148467811,0.341003598,-0.212496101,-0.210414033,-0.83211364,-0.071284484,-0.703877596,-0.153688456,0.084354995,0.440499562,-0.338792257,-0.332876864,0.03342795,-0.543083869,-0.530148797,-0.204861739,14.16,0
125869,2.046336505,-1.312216008,-0.221600056,-1.04092072,-1.181876259,0.382810447,-1.534126421,0.267818567,0.228650712,0.848021035,0.484590546,-0.055588822,0.066584846,-0.496926412,-0.09842751,1.873313993,-0.421533949,-0.278520029,0.763867273,0.09540981,0.302313127,0.767902618,0.208727021,0.356698335,-0.433805179,-0.265027952,0.02203001,-0.03486384,50.26,0
118922,-1.580029929,-0.219403417,0.83254114,-2.082097787,-0.46224021,-1.035069748,0.370546041,0.300825305,-1.315430053,-0.511186231,-1.191258187,-0.852167095,-0.085430622,-0.03722223,-0.650302973,1.202282891,0.209274688,-1.281853018,0.036107492,0.46876917,0.29337875,0.34757032,-0.157910305,-0.018028765,0.954825641,-0.109660064,0.076235255,-0.033929465,132.55,0
166751,1.901019191,0.318081838,0.029605431,3.671496362,-0.038029669,0.502430858,-0.535448373,0.187708,-0.403365358,1.447788878,-1.366035438,-0.611380892,-0.316987653,-0.009675646,0.03228467,1.465966028,-1.104681441,0.234756085,-1.854258759,-0.28233432,0.177592742,0.495024675,0.247919421,0.683890931,-0.271071247,-0.033795447,0.001202864,-0.025669106,0.76,0
69969,1.109498815,0.162504503,1.48035574,2.809177306,-0.841520619,0.211463617,-0.563618936,0.218397884,0.339747786,0.450377989,-1.233054076,-0.122315155,-0.822097241,-0.366805812,-0.817052728,0.375434342,-0.151798717,-0.35403854,-0.60515363,-0.215871735,-0.20781893,-0.425814421,0.070231521,0.364486984,0.293937995,-0.089352151,0.037281511,0.033000664,5.32,0
100501,-6.985267486,5.151093569,-4.599337773,4.534478601,0.849053979,-0.210701203,-4.425229685,-5.134525156,0.069320573,-0.870997151,5.200815169,-7.80222779,0.033912418,-7.560131972,-1.014651935,-1.507929601,-3.410274568,0.107544007,-1.375517656,-1.246996319,5.453671853,-2.056177144,-0.280333721,0.120771473,0.569357721,0.145971466,0.300193469,1.779363852,0.76,1
34256,0.539275914,1.554889763,-2.066180333,3.241617463,0.184735711,0.028329559,-1.51552138,0.537035374,-1.999846036,-2.133176443,2.756171945,-2.242864368,0.615204247,-4.652803807,0.222163816,-0.77566602,-3.218618252,-0.370992501,-0.686196724,0.302734579,0.371773459,0.111954592,-0.305225079,-1.053835262,0.771174907,0.240878214,0.418434532,0.232169715,19.02,1
155054,-0.512348994,4.82706042,-7.973939249,7.334058516,0.367703645,-2.055129085,-2.9358557,1.431008131,-4.544722244,-5.258095976,5.716318695,-5.810407126,0.723292646,-12.28913339,0.378773196,-2.020734381,-2.039702617,0.658182927,0.832574035,0.80410133,0.535619751,-0.45949592,-0.009363668,-1.140435794,-0.006445269,0.52797033,0.558880996,0.126516762,0.77,1
47036,-3.370932789,2.50525529,0.31588793,-1.170103756,-2.418786621,-0.614622758,-1.796422355,2.489640897,0.264336795,-0.665009756,0.348272743,1.766299724,0.117540756,0.868500541,-1.262448211,1.009191235,0.267122553,0.230711954,-0.384140334,0.008022843,0.065020208,-0.026053838,0.159705184,0.574605967,0.170613959,0.850453376,0.051630381,0.074406152,1,0
49582,1.069103191,-0.040291631,1.437475577,2.879853873,-0.785455447,0.818818692,-0.79966127,0.438085164,0.709928564,0.389434631,-1.423437819,-0.479904847,-1.822714546,-0.361655925,-1.050607147,-0.183812164,0.378102053,-0.553015334,-0.913126388,-0.327618617,0.029055929,0.399293481,-0.078797502,0.083999599,0.487789166,0.248265254,0.054260819,0.019948985,0,0
157688,1.903518228,-0.174347941,-1.956564094,0.403944756,0.281224003,-0.787302383,0.139341069,-0.175846993,1.081729643,-0.922491702,-0.718960421,-0.05969766,-0.529626021,-1.5130017,-8.66E-05,0.141296954,1.122243177,0.246586306,0.171273376,-0.025388349,-0.234627901,-0.632259699,0.135908875,0.438758782,-0.059717013,-0.11831947,-0.026797818,-0.001335222,82.61,0
165223,1.913324343,-0.250188383,-3.129403223,0.299169152,2.881294143,3.321390519,0.08148695,0.658414356,0.038398114,0.255493203,-0.253999775,0.328157137,-0.394083792,0.73534494,-0.140512231,-0.745712112,-0.268972812,-0.682777651,-0.294551883,-0.098859931,0.076838205,0.194914704,-0.020038639,0.710325753,0.489730511,-0.477923118,-0.009395109,-0.058021819,66.05,0
133749,0.008914309,1.153485612,1.249941839,2.896708874,0.932523389,0.968075613,0.409019869,-0.016170555,-0.703398326,1.377282793,-2.226243052,-0.397979137,1.224616223,-0.889431334,-0.794041848,1.171714643,-1.419488802,0.404260458,-1.114345067,0.101032832,0.14697214,0.804769257,-0.167146779,-1.000878407,-0.679337988,0.008575163,0.108103256,-0.029700769,0.75,0
38073,-0.947370045,0.662711574,2.233562822,-1.329234052,-0.151689413,-0.793571408,0.629082502,-0.091602631,-0.064948252,-0.272912263,1.380963184,0.036807693,-1.15313867,0.110345782,0.114909495,0.637444798,-0.811165858,0.17964917,-0.266727754,0.068273035,-0.117813942,-0.264289146,-0.246306244,0.560280299,0.055533844,0.770068624,-0.105407478,-0.129067276,7.3,0
26747,-0.513443178,1.108306593,1.300983825,-0.257164807,0.237910607,-0.391080606,0.664931796,0.002833109,-0.649457516,-0.015944446,1.096163403,0.955370436,0.791521876,0.15313762,0.022362183,0.420538267,-0.839034412,0.164321917,0.421031279,0.138135813,-0.123548887,-0.320781992,0.003132638,0.000858879,-0.59703052,-0.013136296,0.223425824,0.20873004,2.99,0
161692,2.011951924,0.066539707,-1.619596825,0.340741098,0.369628746,-0.587000721,0.033294987,-0.043516767,0.304044345,-0.201483011,1.246973864,0.621188022,-0.606423745,-0.522038632,-0.4005894,0.427935337,0.375424293,0.10793696,0.207261205,-0.193991398,-0.302170308,-0.8203488,0.363522409,0.595143639,-0.345408438,0.150193662,-0.066543275,-0.040714531,0.89,0
91075,-1.855060702,1.554963607,-1.405808829,0.669327346,-0.28022952,1.178652467,-3.459979066,-2.815154953,1.242228765,-4.15635448,2.209440752,-5.122314109,0.661297106,-3.10393772,-2.410869732,-2.425015632,-3.960622689,-0.125017788,0.600397288,0.536916458,-0.095308307,0.946628918,-0.297402959,-0.368343891,0.198731156,-0.078590592,0.366709356,0.073766717,38.76,1
83955,-0.629696131,0.766806,1.561492657,-0.159264041,0.504364248,0.919393007,0.299044178,0.569052261,-0.28561106,-0.473179155,0.683828947,-0.088672991,-1.082044905,0.477900727,2.021597635,-1.117374497,0.985888788,-2.282822584,-1.65329989,-0.11222296,-0.09774422,-0.119650527,0.157844672,-0.682275684,-0.58545994,0.182886279,0.33063187,0.107604569,1.98,0
138358,0.175218289,0.407749054,-0.410562321,-0.888345665,1.05985346,-1.65729752,1.17999896,-0.622349713,0.466434478,-0.254932026,-1.056949612,-0.120956048,-0.307275479,0.214762191,-0.243912905,-0.10863102,-1.032609761,0.034259824,-1.075432975,-0.312487727,0.454585989,1.553271897,0.040100718,0.071227887,-1.609282982,-0.600786572,0.047469878,0.149104466,0.9,0
29729,-0.359339596,0.774529906,-0.03326599,-1.211041694,2.459158249,3.365150497,0.118242437,0.937019674,-0.521373099,-0.250161381,-0.180070047,-0.244798864,-0.054019534,0.2908984,1.040853303,0.527055263,-0.891158583,0.098138327,0.386928891,0.219398994,-0.281614669,-0.90385868,-0.056459609,0.983288152,-0.035568634,0.086409849,0.267256241,0.114237704,2.69,0
81764,1.149151661,-0.072635897,0.76575744,0.880327055,-0.717359574,-0.395364486,-0.250652366,0.079020231,0.6645824,-0.224121908,-0.31599411,0.124078877,-1.159931176,0.142780016,0.205040972,-0.524218124,0.455585961,-1.150892113,-0.254720062,-0.221716835,-0.259661738,-0.605444427,0.156332038,0.388069879,0.183437523,0.193590387,-0.00585085,0.015274818,9.99,0
102542,-1.456876318,3.740305561,-7.404518446,7.440964036,-1.549877953,-1.661696862,-5.757213014,1.615011011,-2.194880726,-6.807135251,6.825793162,-10.39974912,1.83644884,-11.8728451,-3.642392598,-6.044103144,-9.750776387,-3.116372254,0.065317149,0.529557331,0.957897452,0.14533948,-0.044703901,-0.544961671,-0.757756536,-0.005352369,0.318152286,-0.323553623,2.28,1
142409,-1.172182919,1.66171287,-3.049637019,2.555058434,3.669034614,-3.162998372,-5.985640116,-2.179935239,-1.120292277,-3.07555831,0.997448763,-3.191914768,-1.514856776,-4.267296067,-0.159553975,-2.916462628,-2.819906111,-1.417230801,0.325194943,0.548106363,-0.812097797,-0.295360726,-5.988806443,0.714380801,-1.600023592,-0.634782934,0.822713228,0.494375178,2,1
